observation_month,project_id,project_name,line_ministry,sector,cumulative_expenditure_cr,physical_progress_pct,original_cost_cr,latest_revised_cost_cr,cost_escalation_pct,expenditure_ratio_pct,expenditure_progress_gap_pct,progress_change_1m_pct,progress_change_3m_pct,expenditure_change_1m_cr,expenditure_change_3m_cr,cost_risk_score,schedule_risk_score,progress_risk_score,overall_risk_score,risk_level,priority_rank,match_status,source_file,source_page,canonical_project_id,revised_cost_cr,revised_cost_source,historical_financial_scoring_available,expenditure_progress_gap,schedule_slippage_days,schedule_slippage_months,project_age_days,project_age_months,progress_change_1m,progress_change_3m,progress_change_6m,expenditure_change_1m,expenditure_change_3m,progress_velocity_3m,expenditure_velocity_3m,cost_risk,schedule_risk,progress_risk,imbalance_risk,risk_evidence_weight,risk_score,risk_confidence,anomaly_score,anomaly_flag,risk_reasons,observed_months,first_observation_month,latest_observation_month,history_length_months,complete_7_month_history,data_confidence_score,data_confidence_category,trajectory_status,trajectory_risk_score,imbalance_risk_score,schedule_data_available,base_risk_score,risk_dimension_evidence_weight
2026-01-01,188830,,,,1230.42,95.0,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,120,188830,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,1.9339739939298852,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0
2026-01-01,205974,,,,365.34,83.0,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,112,205974,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,0.4297076297040988,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0
2026-07-01,210914,Amended BharatNet Program - WB & ANI,Department of Telecommunications,Telecommunication,223.41,15.13,1674.0,1674.0,0.0,13.345878136200716,-1.7841218637992835,,,,,0.0,,,36.87666953405018,INSUFFICIENT_EVIDENCE,546.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,149,210914,1674.0,latest_revised_cost_cr,False,-1.7841218637992835,,,,,,,,,,,,,,,,0.0,,0.0,0.2309194925678444,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,0.0,False,0.0,0.44999999999999996
2026-07-01,222253,Amended BharatNet Program - UP (East),Department of Telecommunications,Telecommunication,502.0,7.65,5008.0,5008.0,0.0,10.023961661341852,2.373961661341852,7.65,,0.0,,0.0,,0.0,39.486990415335455,LOW,450.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,150,222253,5008.0,latest_revised_cost_cr,False,2.373961661341852,,,,,7.65,,,0.0,,,,,,0.0,,0.25,0.0,0.25,2.097468675795646,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,2,2026-06-01,2026-07-01,2,False,53.6,LOW,INSUFFICIENT_DATA,,4.860266568503499,False,1.04,0.7000000000000001
2026-01-01,225770,,,,751.95,31.0,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,120,225770,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,1.2782707337360104,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0
2026-07-01,240484,Amended BharatNet Program - AS,Department of Telecommunications,Telecommunication,83.16,0.0,832.0,832.0,0.0,9.995192307692308,9.995192307692308,,,,,0.0,,,42.99879807692308,INSUFFICIENT_EVIDENCE,302.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,149,240484,832.0,latest_revised_cost_cr,False,9.995192307692308,,,,,,,,,,,,,,,,0.0,,0.0,0.3516558699546273,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,32.189549986038266,False,10.73,0.44999999999999996
2026-07-01,245986,Jaipur Metro Rail Project Phase 2 (Prahladpura to Todi Mod),Ministry of Housing & Urban Affairs,Urban Public Transport,1.79,1.79,13037.66,13037.66,0.0,0.0137294575867141,-1.776270542413286,,,,,0.0,,,39.68003236439667,INSUFFICIENT_EVIDENCE,440.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,68,245986,13037.66,latest_revised_cost_cr,False,-1.776270542413286,,,,,,,,,,,,,,,,0.0,,0.0,0.3798213965720844,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,0.0,False,0.0,0.44999999999999996
2026-01-01,260860,,,,1329.18,70.0,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,120,260860,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,1.7880930027263742,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0
2026-01-01,262175,,,,272.79,83.0,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,112,262175,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,0.2842375518947241,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0
2026-07-01,267000,,,,,,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,144,267000,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,30.0,INSUFFICIENT_EVIDENCE,STABLE,30.0,,False,,0.0
2026-01-01,297700,,,,209.48,78.0,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,112,297700,,latest_revised_cost_cr,False,,,,,,,,,,,,,,,,,0.0,,0.0,0.1404739996566255,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0
2026-07-01,298178,"Meja Thermal Power Project, Stage-II , (3x800 MW)",Ministry of Power,Electricity Generation,1002.73,0.02,38358.0,38358.0,0.0,2.6141352520986496,2.5941352520986496,,,,,0.0,,,41.14433381302466,INSUFFICIENT_EVIDENCE,344.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,63,298178,38358.0,latest_revised_cost_cr,False,2.5941352520986496,,,,,,,,,,,,,,,,0.0,,0.0,0.574907558169215,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,5.649796073916153,False,1.88,0.44999999999999996
2026-07-01,317725,Amended BharatNet Program - OD,Department of Telecommunications,Telecommunication,0.0,0.0,1713.0,1713.0,0.0,0.0,0.0,,,,,0.0,,,40.5,INSUFFICIENT_EVIDENCE,384.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,149,317725,1713.0,latest_revised_cost_cr,False,0.0,,,,,,,,,,,,,,,,0.0,,0.0,0.3876911091426223,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,0.0,False,0.0,0.44999999999999996
2026-03-01,362420,,,,941.19,43.45,,,,,,0.4500000000000028,,0.0,,,,73.37278106508859,,CRITICAL,,UNMATCHED_MASTER_ID,FlashReport_March_2026(1).pdf,136,362420,,latest_revised_cost_cr,False,,,,,,0.4500000000000028,,,0.0,,,,,,0.9099999999999996,,0.25,90.99999999999994,0.25,1.0299981964674494,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,3,2026-01-01,2026-03-01,3,False,32.9,INSUFFICIENT_EVIDENCE,STABLE,30.0,,False,73.37,0.25
2026-07-01,364934,Stamp Charge Battery No.12 By-product Plant at IISCO Steel Plant,Ministry of Steel,Steel,70.37,18.72,999.46,999.46,0.0,7.040802033097873,-11.679197966902128,,,,,0.0,,,33.64900050827447,INSUFFICIENT_EVIDENCE,648.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,80,364934,999.46,latest_revised_cost_cr,False,-11.679197966902128,,,,,,,,,,,,,,,,0.0,,0.0,0.2830076695796784,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,0.0,False,0.0,0.44999999999999996
2026-04-01,400005,,,,4528.07,99.9,,,,,,0.25,3.9000000000000057,4.579999999999927,45.92000000000007,,,23.076923076922956,,HIGH,,UNMATCHED_MASTER_ID,FlashReport_April2026(2).pdf,66,400005,,latest_revised_cost_cr,False,,,,,,0.25,3.9000000000000057,,4.579999999999927,45.92000000000007,1.3000000000000018,15.306666666666692,,,0.7399999999999997,,0.25,73.99999999999997,0.25,3.329366015514804,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,4,2026-01-01,2026-04-01,4,False,52.1,LOW,STABLE,30.0,,False,23.08,0.25
2026-07-01,400006,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,Ministry of Railways,Railways,743.46,44.0,808.99,808.99,0.0,91.89977626423072,47.89977626423071,4.0,6.0,0.0,42.31000000000006,0.0,,0.0,37.63494406605768,MEDIUM,518.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,87,400006,808.99,latest_revised_cost_cr,False,47.89977626423071,,,,,4.0,6.0,12.0,0.0,42.31000000000006,2.0,14.103333333333351,,,0.6,,0.25,60.0,0.25,2.3406855179951718,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,100.0,False,21.43,0.7000000000000001
2026-07-01,400010,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Ministry of Civil Aviation,Aviation & Aviation Infrastructure,512.55,88.0,480.0,640.0,33.33333333333333,80.0859375,-7.914062500000014,4.599999999999994,9.099999999999994,3.139999999999929,10.739999999999952,49.09572102421225,,0.0,46.37481770833334,MEDIUM,250.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,55,400010,640.0,latest_revised_cost_cr,False,-7.9140625,,,,,4.599999999999994,9.099999999999994,10.0,3.139999999999929,10.739999999999952,3.0333333333333314,3.579999999999984,,,0.3933333333333337,,0.25,39.33333333333338,0.25,2.5284865823467637,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,21.04,0.7000000000000001
2026-07-01,400012,Kandla Gorakhpur LPG Pipeline,Ministry of Petroleum & Natural Gas,Energy Storage,8504.21,96.0,10088.0,10088.0,0.0,84.30025773195875,-11.699742268041248,0.2999999999999971,0.7999999999999972,-168.14000000000124,-25.3700000000008,0.0,,84.22090729783042,16.66839776632302,CRITICAL,1356.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,71,400012,10088.0,latest_revised_cost_cr,False,-11.699742268041248,,,,,0.2999999999999971,0.7999999999999972,2.0,-168.14000000000124,-25.3700000000008,0.2666666666666657,-8.456666666666933,,,0.9466666666666668,,0.25,94.66666666666669,0.25,4.077368440164544,False,3-month physical progress is slow (0.27 pp/month); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,30.08,0.7000000000000001
2026-07-01,400013,Saturation 4G mobile coverage of Uncovered Villages through USOF,Department of Telecommunications,Telecommunication,8722.82,87.7,26316.0,15392.84,-41.50767593859249,56.66803526834554,-31.031964731654465,2.700000000000003,3.700000000000003,169.71999999999937,-1068.9799999999996,0.0,,27.021696252465404,10.871675483753048,HIGH,1563.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,150,400013,15392.84,latest_revised_cost_cr,False,-31.031964731654465,,,,,2.700000000000003,3.700000000000003,5.700000000000003,169.71999999999937,-1068.9799999999996,1.2333333333333345,-356.32666666666654,,,0.7533333333333332,,0.25,75.33333333333331,0.25,6.870102037448018,True,month-local anomaly signal (6.87 robust deviation score); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,9.65,0.7000000000000001
2026-07-01,400018,HURA C OCP,Ministry of Coal,Coal,455.95,63.3,859.41,859.41,0.0,53.05383926181916,-10.24616073818084,0.0,0.0799999999999983,0.0,0.6999999999999886,0.0,,98.42209072978306,24.570793148788123,CRITICAL,968.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,57,400018,859.41,latest_revised_cost_cr,False,-10.24616073818084,,,,,0.0,0.0799999999999983,0.2999999999999971,0.0,0.6999999999999886,0.0266666666666661,0.2333333333333295,,,0.9946666666666668,,0.25,99.46666666666668,0.25,0.407941677685125,False,3-month physical progress is slow (0.03 pp/month); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,35.15,0.7000000000000001
2026-06-01,400019,,,,560.32,38.0,,,,,,13.0,13.0,18.06000000000006,79.40000000000003,,,0.0,,LOW,,UNMATCHED_MASTER_ID,FlashReport_June_2026(2).pdf,88,400019,,latest_revised_cost_cr,False,,,,,,13.0,13.0,,18.06000000000006,79.40000000000003,4.333333333333333,26.46666666666668,,,0.1333333333333334,,0.25,13.33333333333334,0.25,3.147156260822659,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,6,2026-01-01,2026-06-01,6,False,60.7,MEDIUM,IMPROVING,10.0,,False,0.0,0.25
2026-07-01,400022,Taranga Hill-Abu Road via Ambaji 116.65 km,Ministry of Railways,Railways,1953.58,48.0,2798.0,3198.16,14.30164403145103,61.08449858668734,13.084498586687346,3.0,11.0,-662.9300000000003,-485.7400000000002,21.064485766671304,,0.0,40.99276867812287,LOW,348.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,86,400022,3198.16,latest_revised_cost_cr,False,13.08449858668734,,,,,3.0,11.0,28.0,-662.9300000000003,-485.7400000000002,3.6666666666666665,-161.9133333333334,,,0.2666666666666667,,0.25,26.66666666666667,0.25,6.321058105897663,True,month-local anomaly signal (6.32 robust deviation score); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,43.26762002222788,False,18.3,0.7000000000000001
2026-07-01,400023,Construction of New BG line between Hassan to Belur [27 Km],Ministry of Railways,Railways,3.43,0.5,749.0,749.0,0.0,0.4579439252336449,-0.0420560747663551,0.0,0.2,0.0,2.49,0.0,,96.05522682445759,40.19781931464174,CRITICAL,414.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,83,400023,749.0,latest_revised_cost_cr,False,-0.042056074766355,,,,,0.0,0.2,0.5,0.0,2.49,0.0666666666666666,0.8300000000000001,,,0.9866666666666668,,0.25,98.66666666666669,0.25,0.6919149992698511,False,3-month physical progress is slow (0.07 pp/month); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,34.31,0.7000000000000001
2026-07-01,400033,BHATADI EXPANSION OC,Ministry of Coal,Coal,112.17,34.25,580.61,580.61,0.0,19.31933655982501,-14.930663440174987,0.3400000000000034,0.3400000000000034,0.0,0.0,0.0,,93.29388560157784,29.257500806622915,CRITICAL,783.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,58,400033,580.61,latest_revised_cost_cr,False,-14.930663440174987,,,,,0.3400000000000034,0.3400000000000034,1.25,0.0,0.0,0.1133333333333344,0.0,,,0.977333333333333,,0.25,97.7333333333333,0.25,0.9346156249691564,False,3-month physical progress is slow (0.11 pp/month); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,33.32,0.7000000000000001
2026-05-01,400035,,,,541.81,97.7,,,,,,0.7000000000000028,1.7000000000000028,4.639999999999986,32.73999999999995,,,66.46942800788949,,CRITICAL,,UNMATCHED_MASTER_ID,FlashReport_May2026(2).pdf,71,400035,,latest_revised_cost_cr,False,,,,,,0.7000000000000028,1.7000000000000028,,4.639999999999986,32.73999999999995,0.5666666666666677,10.913333333333318,,,0.8866666666666665,,0.25,88.66666666666664,0.25,3.7692580108178166,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,5,2026-01-01,2026-05-01,5,False,56.4,LOW,STABLE,30.0,,False,66.47,0.25
2026-07-01,400043,Laying of POL Pipelines in Common Corridor for proposed grass root terminal at Vallur [Chennai],Ministry of Petroleum & Natural Gas,Energy Storage,382.47,81.0,829.0,829.0,0.0,46.13630880579011,-34.86369119420989,1.4000000000000057,4.799999999999997,-0.4899999999999522,32.26000000000005,0.0,,5.3254437869822935,10.294077201447529,HIGH,1592.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,71,400043,829.0,latest_revised_cost_cr,False,-34.86369119420989,,,,,1.4000000000000057,4.799999999999997,10.0,-0.4899999999999522,32.26000000000005,1.599999999999999,10.75333333333335,,,0.6800000000000002,,0.25,68.00000000000001,0.25,2.108644584283133,False,schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,1.9,0.7000000000000001
2026-07-01,400045,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,Ministry of Railways,Railways,69.85,82.0,168.32,168.32,0.0,41.49833650190114,-40.501663498098864,0.0,0.0,0.0,0.0,0.0,,100.0,13.154584125475282,CRITICAL,1487.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,87,400045,168.32,latest_revised_cost_cr,False,-40.50166349809886,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.25,100.0,0.25,0.4821740921463623,False,3-month physical progress is stagnant/declining (0.00 pp/month); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,35.71,0.7000000000000001
2026-07-01,400047,Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC exchange yard and NTPC Block Cabin.,Ministry of Railways,Railways,41.17,53.0,210.0,210.0,0.0,19.604761904761904,-33.3952380952381,0.0,1.0,0.0,1.86,0.0,,80.27613412228797,20.08785714285714,CRITICAL,1157.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,87,400047,210.0,latest_revised_cost_cr,False,-33.3952380952381,,,,,0.0,1.0,3.0,0.0,1.8599999999999997,0.3333333333333333,0.6199999999999998,,,0.9333333333333332,,0.25,93.33333333333331,0.25,0.4191995211489399,False,3-month physical progress is slow (0.33 pp/month); schedule dates unavailable in supplied CSV; cost/imbalance excluded: revised-cost timing is ambiguous,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,28.67,0.7000000000000001
